model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,5,2,0.8582,0.9228,0.0646,0.0051,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,8,2,0.9187,0.9211,0.0024,-0.0002,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,16,2,0.9259,0.9228,-0.0031,-0.0028,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,2,3,0.4612,0.5721,0.1109,-0.0358,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,3,3,0.5318,0.9182,0.3864,-0.0549,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,5,3,0.8691,0.9237,0.0546,-0.0652,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,8,3,0.9255,0.9266,0.0011,-0.058,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,16,3,0.9259,0.9257,-0.0002,-0.0599,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,2,4,0.5646,0.7806,0.2161,-0.0402,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,3,4,0.5744,0.9122,0.3378,-0.0402,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,5,4,0.8517,0.9262,0.0746,-0.0372,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,8,4,0.9236,0.9276,0.004,-0.0402,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,16,4,0.9268,0.9266,-0.0003,-0.0477,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,2,5,0.6242,0.7461,0.1219,-0.0368,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,3,5,0.664,0.9062,0.2422,-0.0233,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,5,5,0.8547,0.9223,0.0676,-0.0251,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,8,5,0.9216,0.9231,0.0015,-0.029,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,4,16,5,0.9307,0.9264,-0.0043,-0.0351,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,2,0,0.5526,0.7379,0.1853,-0.0375,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,3,0,0.6384,0.9117,0.2733,-0.0727,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,5,0,0.8503,0.9246,0.0743,-0.075,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,8,0,0.9118,0.924,0.0122,-0.078,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,16,0,0.926,0.9215,-0.0045,-0.0748,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,2,1,0.5862,0.729,0.1428,0.0273,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,3,1,0.6073,0.9039,0.2966,0.0055,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,5,1,0.863,0.9245,0.0615,0.0102,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,8,1,0.9094,0.9188,0.0095,0.0109,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,16,1,0.9248,0.9195,-0.0053,0.0102,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,2,2,0.573,0.7492,0.1762,0.0021,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,3,2,0.5756,0.9117,0.3362,0.0014,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,5,2,0.8415,0.9189,0.0774,-0.0111,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,8,2,0.918,0.9235,0.0054,-0.0009,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,16,2,0.9266,0.9244,-0.0022,-0.014,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,2,3,0.5365,0.712,0.1755,-0.0482,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,3,3,0.5911,0.9175,0.3264,-0.0552,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,5,3,0.8712,0.926,0.0548,-0.0488,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,8,3,0.9203,0.9262,0.0059,-0.0496,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,16,3,0.9276,0.9272,-0.0003,-0.0688,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,2,4,0.5215,0.7715,0.25,-0.0378,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,3,4,0.62,0.9148,0.2948,-0.0406,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,5,4,0.8534,0.9271,0.0738,-0.0394,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,8,4,0.9138,0.9279,0.0141,-0.0422,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,16,4,0.9281,0.9241,-0.004,-0.0253,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,2,5,0.5943,0.6768,0.0824,-0.0336,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,3,5,0.6498,0.9126,0.2628,-0.0138,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,5,5,0.8694,0.924,0.0546,-0.0238,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,8,5,0.9206,0.9264,0.0059,-0.0122,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,8,16,5,0.9277,0.9256,-0.0021,-0.0156,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,2,0,0.4997,0.7023,0.2026,-0.0525,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,3,0,0.6336,0.9071,0.2735,-0.0796,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,5,0,0.8566,0.9226,0.066,-0.0731,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,8,0,0.9092,0.9162,0.0071,-0.074,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,16,0,0.9246,0.9241,-0.0006,-0.0677,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,2,1,0.5145,0.7262,0.2117,0.0117,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,3,1,0.6092,0.9131,0.304,0.009,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,5,1,0.8535,0.9193,0.0658,0.0074,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,8,1,0.9181,0.9215,0.0033,0.0192,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,16,1,0.9247,0.9203,-0.0044,0.001,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,2,2,0.5511,0.7961,0.245,0.0128,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,3,2,0.6745,0.9088,0.2343,0.01,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,5,2,0.8423,0.9235,0.0812,-0.0097,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,8,2,0.9244,0.9238,-0.0006,0.004,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,16,2,0.9259,0.9246,-0.0013,-0.0036,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,2,3,0.6133,0.8294,0.2161,-0.0483,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,3,3,0.6534,0.9116,0.2581,-0.0571,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,5,3,0.8612,0.9235,0.0623,-0.0328,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,8,3,0.9255,0.9267,0.0012,-0.0458,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,16,3,0.9274,0.9236,-0.0038,-0.0392,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,2,4,0.537,0.7048,0.1678,0.001,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,3,4,0.6161,0.9215,0.3054,-0.0379,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,5,4,0.8631,0.9263,0.0631,-0.0343,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,8,4,0.924,0.9279,0.0039,-0.0334,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,16,4,0.9287,0.9252,-0.0036,-0.0404,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,2,5,0.6046,0.8017,0.1972,-0.0257,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,3,5,0.5651,0.9155,0.3505,-0.0131,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,5,5,0.8577,0.9252,0.0675,-0.0038,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,8,5,0.9217,0.927,0.0053,-0.0237,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,12,16,5,0.9294,0.9245,-0.0049,-0.0141,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,2,0,0.5575,0.6982,0.1407,-0.0545,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,3,0,0.6523,0.9087,0.2564,-0.0611,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,5,0,0.849,0.92,0.071,-0.0604,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,8,0,0.9192,0.9247,0.0055,-0.0731,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,16,0,0.9264,0.9211,-0.0053,-0.08,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,2,1,0.6311,0.7562,0.1251,0.0144,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,3,1,0.5895,0.9024,0.3129,0.0128,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,5,1,0.8549,0.9174,0.0625,0.0055,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,8,1,0.9126,0.9223,0.0097,0.0055,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,16,1,0.9254,0.9201,-0.0052,0.0062,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,2,2,0.6036,0.7541,0.1505,0.0128,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,3,2,0.6395,0.9066,0.2671,-0.0039,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,5,2,0.8474,0.9237,0.0762,-0.0113,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,8,2,0.9188,0.922,0.0032,-0.0043,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,16,2,0.9245,0.9213,-0.0032,-0.0134,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,2,3,0.534,0.6949,0.1609,-0.0573,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,3,3,0.5914,0.9127,0.3214,-0.0596,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,5,3,0.8593,0.9239,0.0646,-0.0495,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,8,3,0.921,0.9277,0.0067,-0.0484,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,16,3,0.9282,0.9257,-0.0025,-0.0429,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,2,4,0.5477,0.7416,0.1939,-0.0143,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,3,4,0.6138,0.9183,0.3045,-0.0377,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,5,4,0.859,0.9271,0.0681,-0.0298,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,8,4,0.9238,0.9284,0.0046,-0.0411,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,16,4,0.9311,0.9277,-0.0034,-0.0394,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,2,5,0.5471,0.7572,0.2101,-0.0164,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,3,5,0.603,0.9103,0.3073,-0.0233,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,5,5,0.8585,0.9265,0.068,-0.0085,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,8,5,0.915,0.9277,0.0127,-0.0078,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,16,16,5,0.9284,0.9253,-0.0031,-0.0113,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,2,0,0.604,0.7737,0.1696,-0.0564,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,3,0,0.604,0.9019,0.2979,-0.0599,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,5,0,0.8486,0.9202,0.0716,-0.0756,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,8,0,0.9213,0.9215,0.0001,-0.07,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,16,0,0.9239,0.9229,-0.001,-0.0793,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,2,1,0.6085,0.788,0.1795,0.0302,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,3,1,0.6134,0.9068,0.2933,0.0158,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,5,1,0.8667,0.9195,0.0529,0.0081,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,8,1,0.9171,0.9221,0.005,0.0152,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,16,1,0.9266,0.9212,-0.0054,0.0092,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,2,2,0.5731,0.7638,0.1907,0.0036,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,3,2,0.6135,0.9064,0.2928,-0.0033,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,5,2,0.8454,0.9178,0.0725,-0.0118,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,8,2,0.9193,0.9263,0.007,0.0005,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,16,2,0.9245,0.9225,-0.002,-0.0075,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,2,3,0.6263,0.7564,0.1301,-0.0575,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,3,3,0.6929,0.9141,0.2212,-0.0497,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,5,3,0.8609,0.9245,0.0636,-0.0569,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,8,3,0.9201,0.9281,0.008,-0.053,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,16,3,0.9275,0.9227,-0.0049,-0.0469,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,2,4,0.5574,0.7565,0.1991,-0.0378,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,3,4,0.6473,0.9129,0.2656,-0.0399,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,5,4,0.8369,0.9273,0.0904,-0.0408,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,8,4,0.9234,0.9279,0.0044,-0.0323,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,16,4,0.9281,0.9268,-0.0013,-0.0322,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,2,5,0.5482,0.7496,0.2014,-0.035,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,3,5,0.5779,0.9054,0.3274,-0.0138,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,5,5,0.8444,0.9256,0.0812,-0.0197,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,8,5,0.9154,0.9227,0.0074,-0.008,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,20,16,5,0.9253,0.9235,-0.0018,-0.0028,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,2,0,0.6035,0.6744,0.0709,-0.0535,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,3,0,0.5596,0.8926,0.333,-0.05,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,5,0,0.828,0.9166,0.0885,-0.0741,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,8,0,0.9067,0.9196,0.0129,-0.0632,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,16,0,0.9265,0.922,-0.0045,-0.0603,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,2,1,0.5811,0.7967,0.2156,0.017,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,3,1,0.6991,0.8997,0.2006,-0.0126,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,5,1,0.8614,0.9235,0.0621,0.007,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,8,1,0.909,0.9221,0.0132,0.0048,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,16,1,0.9232,0.9187,-0.0044,-0.0007,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,2,2,0.4791,0.7606,0.2815,0.009,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,3,2,0.6045,0.8846,0.2801,-0.004,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,5,2,0.8371,0.9154,0.0783,-0.0,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,8,2,0.912,0.9209,0.0089,0.0046,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,16,2,0.9242,0.9264,0.0022,0.0124,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,2,3,0.6004,0.6895,0.0891,-0.03,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,3,3,0.6828,0.8976,0.2147,-0.0494,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,5,3,0.8473,0.9195,0.0722,-0.0565,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,8,3,0.9199,0.9244,0.0045,-0.0456,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,16,3,0.9276,0.9242,-0.0034,-0.0546,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,2,4,0.5754,0.7333,0.1579,-0.0208,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,3,4,0.5973,0.9032,0.3059,-0.0342,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,5,4,0.8416,0.9257,0.0841,-0.0343,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,8,4,0.922,0.9252,0.0032,-0.0382,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,16,4,0.9297,0.9255,-0.0042,-0.0244,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,2,5,0.5721,0.7388,0.1667,-0.0442,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,3,5,0.6155,0.905,0.2895,-0.0094,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,5,5,0.8483,0.9169,0.0687,-0.0141,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,8,5,0.9148,0.9193,0.0046,-0.0254,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,24,16,5,0.925,0.9241,-0.0009,-0.0191,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,2,0,0.5773,0.6441,0.0668,-0.064,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,3,0,0.5551,0.903,0.3479,-0.0762,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,5,0,0.8398,0.916,0.0761,-0.0761,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,8,0,0.9163,0.9206,0.0043,-0.0718,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,16,0,0.9236,0.9226,-0.001,-0.0668,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,2,1,0.5797,0.7836,0.2039,0.0198,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,3,1,0.6675,0.8959,0.2283,0.0038,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,5,1,0.8373,0.9082,0.0709,0.0162,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,8,1,0.9051,0.9191,0.014,0.0206,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,16,1,0.9231,0.9162,-0.0068,0.006,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,2,2,0.6281,0.7574,0.1293,0.0024,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,3,2,0.6243,0.8923,0.268,0.009,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,5,2,0.8543,0.917,0.0627,-0.0011,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,8,2,0.9157,0.9175,0.0018,0.0185,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,16,2,0.9209,0.9221,0.0012,0.0057,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,2,3,0.5808,0.81,0.2291,-0.0304,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,3,3,0.6664,0.9056,0.2392,-0.0396,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,5,3,0.858,0.9216,0.0636,-0.0489,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,8,3,0.9165,0.9187,0.0023,-0.0545,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,16,3,0.9274,0.9234,-0.004,-0.048,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,2,4,0.6287,0.8139,0.1852,-0.0523,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,3,4,0.5827,0.8934,0.3107,-0.0485,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,5,4,0.8469,0.9211,0.0742,-0.0383,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,8,4,0.9152,0.926,0.0108,-0.0296,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,16,4,0.9292,0.9286,-0.0006,-0.0515,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,2,5,0.5901,0.7645,0.1744,-0.0289,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,3,5,0.6675,0.8898,0.2223,-0.0233,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,5,5,0.8504,0.9163,0.066,-0.025,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,8,5,0.9185,0.9238,0.0053,-0.024,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,28,16,5,0.9233,0.9239,0.0006,-0.0134,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,2,0,0.5966,0.7215,0.1249,-0.0496,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,3,0,0.6043,0.8784,0.2741,-0.0689,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,5,0,0.8393,0.9155,0.0761,-0.073,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,8,0,0.9116,0.9207,0.0091,-0.0614,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,16,0,0.9215,0.9194,-0.0021,-0.0674,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,2,1,0.5955,0.6286,0.0331,0.004,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,3,1,0.5434,0.8889,0.3454,-0.0047,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,5,1,0.8199,0.9102,0.0903,0.0086,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,8,1,0.9071,0.9114,0.0044,0.0013,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,16,1,0.921,0.9156,-0.0054,-0.0046,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,2,2,0.6188,0.7808,0.162,0.0024,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,3,2,0.6295,0.9007,0.2712,-0.001,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,5,2,0.8238,0.9111,0.0872,0.0111,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,8,2,0.9062,0.9198,0.0136,0.008,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,16,2,0.9227,0.9212,-0.0015,0.01,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,2,3,0.5596,0.7249,0.1653,-0.0584,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,3,3,0.6329,0.8816,0.2488,-0.0568,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,5,3,0.843,0.9126,0.0696,-0.0377,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,8,3,0.903,0.9204,0.0174,-0.0547,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,16,3,0.9192,0.9188,-0.0004,-0.0458,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,2,4,0.6308,0.7684,0.1376,-0.0464,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,3,4,0.5765,0.8995,0.3229,-0.0383,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,5,4,0.8397,0.9211,0.0814,-0.0254,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,8,4,0.9159,0.9209,0.005,-0.0218,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,16,4,0.9269,0.923,-0.0039,-0.039,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,2,5,0.6058,0.7816,0.1757,-0.0189,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,3,5,0.617,0.8873,0.2703,-0.0173,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,5,5,0.8205,0.9064,0.0859,-0.0218,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,8,5,0.9061,0.9219,0.0158,-0.0262,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,32,16,5,0.9249,0.9262,0.0013,-0.0132,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,2,0,0.5569,0.7807,0.2238,-0.0486,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,3,0,0.6999,0.8898,0.1899,-0.0531,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,5,0,0.8263,0.9103,0.084,-0.0583,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,8,0,0.908,0.9113,0.0033,-0.0724,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,16,0,0.9194,0.914,-0.0054,-0.0601,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,2,1,0.5536,0.7881,0.2346,-0.0055,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,3,1,0.6455,0.8767,0.2312,0.0027,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,5,1,0.8351,0.9011,0.066,-0.011,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,8,1,0.8954,0.9138,0.0184,-0.0121,42,18
Qwen/Qwen2.5-14B,real_b2,real,2,premise,36,16,1,0.9139,0.9147,0.0008,-0.0108,42,18
